TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
20141115,-10.105,1.0,-10.702,0.852,1.0,-9.269,1.216,1.0,-7.556,-9.194,1.276,-5.262,2.661,-10.105,1.0,-10.702,0.852,1.0,-9.269,1.216,1.0,164.957,133.823,1.0,116.604,133.823,1.0,267.676,1.0,197.59,267.676,1.0,181.582,1.0,206.609,181.582,1.0,0.304,1.0,2.343,0.304,1.0,87.869,87.876,1.0,0.0,0.0,1.0,2.937,1.828,1.0,0.209166666667,1.0,121.191895833,1.0,15.5182857143,0.729166666667,90.5390416667,1.0,-9999,0.0,24.5167708333,1.0,255.799833333,1.0,407.504,1.0,0.448,1.0,17.337,1.0,-2.8446,1.0,18.8001,1.0,17.5165,13.9703,23.6403,2.33029,7.53752,29.1405,1.0,27.1509,21.6543,36.6429,4.45243,11.9698,6.0,1,28,20,28,20,2.77519,2.02035,0.9375,0.854167,0.256631,0.25661,0.53191,0.449093,2.72484,2.02035,0.9375,0.854167,0.258486,0.258711,0.532808,0.450296,2.42839,2.03329,0.896354,0.843229,0.0715786,0.0533371,1.61331,1.97082,2.02035,2.56384,2.77519,2.90263,3.04977,1.61331,1.61331,1.80822,2.02035,2.02035,2.35042,2.72484,0.833333,0.854167,0.854167,0.9375,0.9375,0.9375,0.9375,0.833333,0.833333,0.833333,0.854167,0.854167,0.791667,0.9375,5.48276,5.47169,3.61791e-15,0.0,1.0,1.0,0.236556,0.215648,0.344603,0.424689,-1.25754,-2.9878,3.39488,4.71704,0.85,0.65,0.492535,0.510945,1.38332,0.678102,5.48276,5.47169,3.61791e-15,0.0,1.0,1.0,0.245836,0.215648,0.351039,0.424689,-1.37397,-2.9878,3.53368,4.71704,0.85,0.65,0.488803,0.51658,1.38199,0.682359,4.817,4.98159,5.08744,5.39471,5.47169,5.48276,5.53675,5.35859,5.39471,5.43616,5.47169,5.53675,6.12644,6.6476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.87945,-2.99838,-2.9878,-1.37397,-0.741388,-0.413053,0.0791293,-3.87945,-3.87945,-3.87017,-2.99838,-2.9878,-2.9878,-2.9878,0.6,0.65,0.65,0.85,0.85,0.85,0.85,0.6,0.6,0.6,0.65,0.65,0.65,0.65,1.84292,1.83387,1.71995,0.0574857,0.667894,1.52245,1.59762,1.81417,1.8436,1.90409,2.23275,1.80483,1.78126,1.64217,0.0381883,1.23608,1.32342,1.37583,1.6604,1.84055,1.86536,1.9084,0.0883804,-0.186482,-0.313342,0.0947349,-1.87096,-0.970352,-0.424861,-0.177432,0.125597,0.200867,0.219375,-0.970352,-0.943587,-0.786217,0.0981644,-1.69371,-1.57922,-1.21583,-0.945088,-0.186482,-0.124023,0.125597,1.37936,1.59597,1.81084,0.126091,1.37936,1.41352,1.43227,1.53333,1.59522,2.56284,3.9477,0.997674,1.54257,1.31755,0.081367,0.699875,0.790771,0.845587,1.41795,1.54054,1.57232,1.59597,1.62313,1.62393,2.74218,0.207411,1.62068,1.62247,1.62313,1.71171,3.29437,4.37637,5.28379,1.61536,1.61589,1.73999,0.146897,0.964816,1.08044,1.14722,1.6159,1.70085,1.71171,3.29133,-9999,-9999
20141116,-8.044,1.0,-9.023,2.418,1.0,-6.673,2.568,1.0,-5.408,-8.143,3.016,-1.579,4.854,-8.044,1.0,-9.023,2.418,1.0,-6.673,2.568,1.0,162.951,121.261,1.0,116.763,121.261,1.0,198.379,1.0,203.496,198.379,1.0,189.778,1.0,212.557,189.778,1.0,0.612,1.0,3.107,0.612,1.0,88.088,88.189,1.0,0.0,0.254,1.0,3.075,1.559,1.0,0.158145833333,1.0,34.252875,1.0,37.7059459459,0.770833333333,112.529125,1.0,-9999,0.0,19.8441041667,1.0,266.1616875,1.0,405.436,1.0,0.387,1.0,17.429,1.0,-2.95252,1.0,18.1598,1.0,16.9199,14.9901,22.8352,2.0776,6.17541,24.688,1.0,23.0023,20.3788,31.044,3.84283,8.79044,5.0,1,28,20,28,20,2.03713,1.82147,0.895833,0.895833,0.262284,0.256641,0.344954,0.408952,1.98921,1.82147,0.895833,0.895833,0.262693,0.257684,0.345265,0.409607,1.93185,1.80119,0.896875,0.815625,0.0380919,0.0588298,1.40033,1.74345,1.81263,1.92832,2.13082,2.19156,2.28102,1.37769,1.40033,1.50491,1.81263,1.82147,2.03713,2.53349,0.8125,0.895833,0.895833,0.9375,0.520833,0.9375,0.9375,0.8125,0.8125,0.8125,0.895833,0.895833,0.895833,0.541667,4.39109,4.1963,0.909688,1.0902,1.0,1.0,0.25249,0.213211,0.395255,0.294615,-1.43616,-1.66221,2.84267,3.04795,0.75,0.75,0.492959,0.513029,0.81806,0.717205,4.39109,4.1963,0.909688,1.0902,1.0,1.0,0.255141,0.214218,0.396954,0.295345,-1.54697,-1.66221,2.99144,3.04795,0.75,0.75,0.491447,0.514998,0.81715,0.718616,3.61554,3.7829,3.9322,4.09142,4.1963,4.39109,4.39109,4.09013,4.09142,4.19376,4.1963,4.39109,4.49806,6.49721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.642857,-2.68502,-1.69402,-1.68265,-1.54697,-0.437572,-0.388318,-0.020622,-3.98437,-2.68502,-2.66252,-1.69402,-1.68265,-1.68265,-1.66221,0.55,0.75,0.75,0.75,0.85,0.85,0.85,0.25,0.55,0.55,0.75,0.75,0.75,0.75,2.18902,2.18023,2.07064,0.0580981,0.998128,1.86777,1.96053,2.16387,2.19384,2.25248,2.58366,2.18684,2.16342,1.9781,0.0435814,1.40573,1.65056,1.68886,2.00422,2.18458,2.19223,2.28914,0.675766,0.358755,0.269451,0.101996,-1.42812,0.12432,0.137428,0.376383,0.734184,0.776149,0.891618,0.149715,0.174209,0.0462537,0.0724111,-0.781621,-0.56185,-0.509754,0.128187,0.358755,0.421986,0.781216,1.71388,1.97401,2.16305,0.130475,1.71388,1.74869,1.76972,1.87765,1.97314,2.94393,4.28005,1.27366,1.82986,1.62379,0.0881682,0.908808,1.03706,1.09315,1.73626,1.85193,1.92156,1.97401,1.689,1.6898,2.69765,0.187835,1.68755,1.6885,1.6924,1.78684,3.15269,4.1845,4.94878,1.68023,1.68064,1.78472,0.132097,1.06794,1.17515,1.23311,1.68064,1.77945,1.78684,3.14938,-9999,-9999
20141117,-4.55,1.0,-5.133,1.583,1.0,-3.734,2.005,1.0,-3.863,-6.431,2.331,-0.269,4.756,-4.55,1.0,-5.133,1.583,1.0,-3.734,2.005,1.0,160.992,118.182,1.0,112.942,118.182,1.0,195.119,1.0,215.056,195.119,1.0,200.419,1.0,224.199,200.419,1.0,1.459,1.0,3.351,1.459,1.0,87.834,87.941,1.0,0.0,0.0,1.0,2.93,1.307,1.0,0.156520833333,1.0,16.4935625,1.0,249.067708333,1.0,66.6201458333,1.0,-9999,0.0,18.0822708333,1.0,278.69875,1.0,407.75,1.0,0.562,1.0,17.423,1.0,-2.53346,1.0,13.6075,1.0,12.6784,11.2324,17.1108,1.75427,4.69747,26.7525,1.0,24.9258,22.083,33.64,3.63228,9.30532,5.0,1,28,20,28,20,1.01892,1.05943,0.375,0.375,0.286117,0.279742,0.331389,0.328278,1.01476,1.04517,0.375,0.375,0.287995,0.266192,0.333011,0.316811,0.878699,0.904707,0.601042,0.289583,0.0337813,0.0272087,0.306685,0.71077,0.790977,0.893461,1.02257,1.04517,1.05453,0.555212,0.705202,0.71426,0.999766,1.03292,1.04878,1.05057,0.916667,0.270833,0.270833,1.0,0.375,0.375,0.375,0.0208333,0.270833,0.270833,0.375,0.375,0.375,0.375,2.80722,2.92947,1.88979,1.88334,0.142857,0.142857,0.312401,0.284396,0.777432,0.31303,-1.57359,-1.65106,2.2814,2.42579,0.7,0.7,0.496575,0.50995,0.952743,0.759824,2.831,2.90591,1.87357,1.90452,0.142857,0.142857,0.311368,0.248195,0.777018,0.280549,-1.61652,-1.65106,2.29797,2.42579,0.7,0.7,0.503601,0.508203,0.956424,0.758653,1.38812,1.4821,1.49614,2.80722,2.87409,2.90591,2.94433,2.82521,2.83466,2.85506,2.90591,2.98145,3.09625,3.62446,1.0,1.0,1.0,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.0,-2.76512,-1.65631,-1.64208,-1.61652,-0.118249,-0.0301117,-0.0282408,-4.3262,-2.76512,-2.4276,-1.65631,-1.64208,-1.63856,-1.61652,0.35,0.7,0.7,0.7,1.0,1.0,1.0,0.0,0.35,0.45,0.7,0.7,0.7,0.7,2.79237,2.78414,2.68619,0.0576094,1.61434,2.47418,2.57785,2.76922,2.80477,2.85959,3.19398,2.85031,2.82764,2.56782,0.0547725,1.5907,2.23675,2.30221,2.60587,2.79237,2.84779,2.94845,1.96355,1.73897,1.78148,0.0596772,0.952082,1.4699,1.55958,1.7531,2.01344,2.07107,2.38244,1.83139,1.81288,1.68912,0.0551219,0.805144,1.34329,1.47426,1.73808,1.89522,2.05006,2.17497,2.33005,2.62265,2.77511,0.13687,2.2923,2.34097,2.35427,2.49861,2.62155,3.57977,4.83007,1.78661,2.36761,2.17527,0.0989849,1.29009,1.5115,1.56573,2.32509,2.40027,2.53543,2.62265,1.82043,1.8212,2.78259,0.178795,1.81921,1.81996,1.82261,1.93718,3.19027,4.19509,4.93332,1.80518,1.80554,1.90873,0.12587,1.21594,1.31782,1.37586,1.80555,1.9311,1.93718,3.18605,-9999,-9999
20141118,-1.584,1.0,-2.039,2.475,1.0,-0.947,2.372,1.0,-1.481,-3.851,2.099,1.836,3.477,-1.584,1.0,-2.039,2.475,1.0,-0.947,2.372,1.0,159.08,84.34,1.0,79.556,84.34,1.0,238.347,1.0,241.225,238.347,1.0,244.969,1.0,250.554,244.969,1.0,2.114,1.0,3.47,2.114,1.0,87.364,87.426,1.0,0.0,0.254,1.0,2.879,1.553,1.0,0.210354166667,1.0,13.066625,1.0,173.390833333,1.0,121.933625,1.0,-9999,-9999,13.2392916667,1.0,296.387291667,1.0,406.774,1.0,0.602,1.0,17.5,1.0,-2.37935,1.0,11.9305,1.0,11.1159,9.84814,15.0021,1.42041,4.07609,0.352977,1.0,0.328876,0.291367,0.443853,2.658,2.6604,5.0,1,28,20,28,19,0.923076,0.742306,0.166667,0.1875,0.299541,0.284841,0.538489,0.368798,0.952032,0.718048,0.1875,0.1875,0.298487,0.279709,0.537904,0.364849,1.07242,0.634031,0.342708,0.16875,0.0801161,0.0474965,0.641001,0.710175,0.718954,0.923076,1.5277,1.60515,1.65303,-0.2571,0.348421,0.660767,0.718954,0.749811,0.816941,0.910055,0.1875,0.1875,0.1875,0.166667,0.604167,0.583333,0.583333,0.0833333,0.0,0.1875,0.1875,0.1875,0.1875,0.1875,2.48677,2.28624,1.41479,0.978581,0.0,0.0,0.346822,0.317545,0.393261,0.33118,-1.34663,-1.48396,3.58783,3.64699,0.4,0.45,0.498614,0.491976,0.977596,0.53894,2.51995,2.24616,1.3815,1.01901,0.0,0.0,0.346822,0.307378,0.393261,0.321444,-1.32611,-1.48396,3.59227,3.64699,0.45,0.45,0.495008,0.489264,0.975762,0.536465,2.15566,2.23813,2.24616,2.47462,2.53697,2.60891,2.60891,1.49902,2.15566,2.17752,2.24616,2.24766,2.34375,2.63504,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.76438,-1.52034,-1.48396,-1.34663,0.10692,0.161418,0.170584,-2.88324,-1.86692,-1.55614,-1.48396,-1.46082,-1.42685,-1.24399,0.4,0.45,0.45,0.4,0.75,0.7,0.7,0.0,0.25,0.45,0.45,0.45,0.45,0.45,3.3365,3.32952,3.26342,0.0490556,2.37077,3.048,3.15722,3.31285,3.34788,3.47172,3.72112,3.47172,3.45188,3.11346,0.068456,1.63091,2.80315,3.0106,3.1616,3.34059,3.4599,3.55703,2.51387,2.61147,2.62939,0.0416244,2.38723,2.42943,2.51205,2.60164,2.65773,2.76803,3.02589,2.54864,2.49985,2.04104,0.12408,0.178488,1.1881,1.37751,2.42161,2.6141,2.64137,2.65258,2.97772,3.25654,3.37229,0.136056,2.86071,2.91815,2.94665,3.15029,3.2578,4.13949,5.26965,2.35624,2.92096,2.75126,0.104377,1.73215,2.05339,2.1217,2.91815,3.04319,3.19338,3.2578,1.60072,1.6012,2.30194,0.134668,1.60005,1.60028,1.60996,1.6932,2.55027,3.38369,3.9413,1.60208,1.60216,1.64913,0.0908787,1.13943,1.2213,1.23352,1.60028,1.67497,1.6932,2.54846,-9999,-9999
20141119,-1.805,1.0,-2.301,1.364,1.0,-1.112,1.264,1.0,1.351,0.164,3.193,3.012,3.16,-1.805,1.0,-2.301,1.364,1.0,-1.112,1.264,1.0,157.215,59.173,1.0,73.165,59.173,1.0,277.903,1.0,274.923,277.903,1.0,250.067,1.0,284.492,250.067,1.0,1.631,1.0,3.634,1.631,1.0,86.904,86.949,1.0,1.542,0.0,1.0,3.411,1.474,1.0,0.181104166667,1.0,25.6141666667,1.0,128.348333333,1.0,115.625645833,1.0,-9999,0.0,9.18060416667,1.0,302.28,1.0,408.721,1.0,0.799,1.0,17.5,1.0,-2.1286,1.0,7.80701,1.0,7.27395,6.44434,9.81696,1.0129,2.69748,11.7945,1.0,10.9892,9.73587,14.8311,2.32924,4.4375,5.0,1,28,20,28,19,0.117345,-0.320452,0.0,0.0,0.355675,0.344726,0.593355,0.357439,-0.13513,-0.333892,0.0,0.0,0.350449,0.343963,0.590238,0.356703,0.0787794,-0.247623,0.129167,0.0,0.0652914,0.0240081,-0.338306,-0.332091,-0.329174,-0.148306,0.586692,0.617784,0.686376,-0.46541,-0.336112,-0.332091,-0.31375,-0.206478,-0.14715,0.00314502,0.0,0.0,0.0,0.0,0.125,0.645833,0.145833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08331,1.92707,1.11925,0.792344,0.0,0.0,0.371654,0.384616,0.413807,0.417743,-2.64525,-3.43902,2.5745,2.56069,0.0,0.0,0.647195,0.587954,1.33808,0.668296,2.10639,1.90814,1.09994,0.806135,0.0,0.0,0.371654,0.384177,0.413807,0.417339,-3.26147,-3.44361,2.7289,2.55162,0.0,0.0,0.630789,0.586123,1.33023,0.666685,1.39703,1.71618,1.78721,1.92266,1.97564,2.0801,2.11433,1.43311,1.64629,1.90814,1.91784,1.92969,1.97235,2.10079,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45381,-3.45302,-3.44361,-2.8612,-1.14759,-1.11071,-1.04031,-3.45381,-3.45302,-3.45302,-3.346,-3.02537,-2.81764,-2.64525,0.0,0.0,0.0,0.0,0.35,0.35,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25497,3.2479,3.1766,0.0507703,2.24305,2.96265,3.0742,3.23098,3.26651,3.40845,3.63402,3.40845,3.38814,3.02632,0.073441,1.38962,2.71875,2.90331,3.07773,3.25779,3.39635,3.49577,3.39942,3.58179,3.42422,0.0601601,2.48712,3.29474,3.37402,3.44746,3.57231,3.6004,3.85146,3.2911,3.52327,2.94754,0.124999,0.718482,2.11248,2.43295,3.3293,3.52574,3.59153,3.70225,2.88185,3.25039,3.34524,0.13665,2.81255,2.88085,2.92669,3.10596,3.25016,4.14029,5.25724,2.28853,2.82322,2.70869,0.103121,1.6555,2.04296,2.12253,2.8233,2.95915,3.16248,3.25039,1.3881,1.38815,1.88465,0.0999667,1.38638,1.38752,1.39352,1.44044,2.03136,2.69432,3.09473,1.40322,1.40311,1.41317,0.0633027,1.03619,1.09748,1.13701,1.38748,1.42567,1.44044,2.0313,-9999,-9999
